Incident ID;Agency;Offense;Street;City;State;Longitude;Latitude;Forcible;maps;Date of Report;Hour of Report;Date of Occurence;Hour of Occurence;Date Found;Hour Found;Apartment;Zipcode;Reported As;Premise Description;Victim Age;Weapon Description;Victim Race;Victim Gender 
142261;CHPD;RIDE ALONG;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;N;35.92695367, -79.05292697;2017-03-28;17:13:00;2017-03-28;7:30:00;2017-03-28;17:13:00;;27514;INFO MESSAGE;ALL OTHER;;NOT APPLICABLE/NONE;;
142325;CHPD;ASSIST OTHER AGENCY;399 UMSTEAD DR;CHAPEL HILL;NC;-79.06352555;35.92148903;N;35.92148903, -79.06352555;2017-03-30;15:15:00;2017-03-30;15:15:00;2017-03-30;15:15:00;;27516;LE ASSISTANCE;OPEN LAND AREAS;;NOT APPLICABLE/NONE;;
140192;CHPD;LOUD MUSIC/PARTY;111 CAMERON CT;CHAPEL HILL;NC;-79.06063896;35.90978828;N;35.90978828, -79.06063896;2017-02-12;7;2017-02-12;7;2017-02-12;7;;27516;DISTURBANCE/NUI;OTHER RESIDENCE - OTHER DWELLING;;NOT APPLICABLE/NONE;;
140195;CHPD;URINATING IN PUBLIC;110 S GRAHAM ST;CHAPEL HILL;NC;-79.06409568;35.90932245;N;35.90932245, -79.06409568;2017-02-12;23:59:59;2017-02-12;23:59:59;2017-02-12;23:59:59;BLK;27516;MISC OFFICER IN;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
140120;CHPD;SUSPICIOUS ACTIVITY;703 CASWELL RD;CHAPEL HILL;NC;-79.04928728;35.93321173;N;35.93321173, -79.04928728;2017-02-11;2:23:00;2017-02-11;2:23:00;2017-02-11;2:23:00;;27514;INFO MESSAGE;HOME OF VICTIM - OTHER DWELLING;85.0;NOT APPLICABLE/NONE;W;M
140182;CHPD;SIMPLE ASSAULT-OTHER;509 CRAIG ST;CHAPEL HILL;NC;-79.06434146;35.91478098;Y;35.91478098, -79.06434146;2017-02-11;21:38:00;2017-02-11;21:00:00;2017-02-11;21:00:00;B;27516;ASSAULT/SEXUAL;HOME OF VICTIM - OTHER DWELLING;;PERSONAL WEAPONS (HANDS  FEET;B;F
140046;CHPD;NARCOTIC SNIFF;E FRANKLIN at N BOUNDRY ST;CHAPEL HILL;NC;;;N;;2017-02-10;1:39:00;2017-02-10;1:38:00;2017-02-10;1:39:00;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
140015;CHPD;SUSPICIOUS PEOPLE;102 LIVINGSTON PL;CHAPEL HILL;NC;-79.06769264;35.96654573;N;35.96654573, -79.06769264;2017-02-09;12:38:00;2017-02-02;15:30:00;2017-02-09;12:38:00;;27516;SUSPICIOUS/WANT;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;W;M
139893;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;103 TIMBER HOLLOW CT;CHAPEL HILL;NC;-79.05652759;35.94073822;N;35.94073822, -79.05652759;2017-02-06;18:44:00;2017-02-06;18:43:00;2017-02-06;18:44:00;123;27514;DISTURBANCE/NUI;HOME OF VICTIM - OTHER DWELLING;24.0;NOT APPLICABLE/NONE;W;F
139820;CHPD;SUSPICIOUS;210 S ESTES DR;CHAPEL HILL;NC;-79.02758546;35.92668226;;35.92668226, -79.02758546;2017-02-04;14:43:00;2017-02-04;14:41:00;2017-02-04;14:42:00;;27514;ABUSE/ABANDOMEN;PARKING LOT/AREA;;NOT APPLICABLE/NONE;W;F
139781;CHPD;FRAUD-ALL OTHER;108 ASHLEY FOREST RD;CHAPEL HILL;NC;-79.05689986;35.94406187;N;35.94406187, -79.05689986;2017-02-03;12:40:00;2017-01-17;12:00:00;2017-01-27;12:40:00;A;27514;FRAUD OR DECEPT;HOME OF VICTIM - OTHER DWELLING;52.0;NOT APPLICABLE/NONE;B;F
139669;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;102 LOUIS ARMSTRONG CT;CHAPEL HILL;NC;-79.04702464;35.94691808;;35.94691808, -79.04702464;2017-02-02;7:29:00;2017-02-02;7:20:00;2017-02-02;7:20:00;B;27514;DOMESTIC DISTUR;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;W;M
139758;CHPD;CIVIL DISPUTE;157 E ROSEMARY ST;CHAPEL HILL;NC;-79.05410045;35.91526448;N;35.91526448, -79.05410045;2017-02-02;23:35:00;2017-02-02;23:35:00;2017-02-02;23:35:00;;27514;PUBLIC SERVICE;PARKING LOT/AREA;23.0;NOT APPLICABLE/NONE;W;M
139647;CHPD;B&E RESIDENCE-FORCE;213 PINEGATE CIR;CHAPEL HILL;NC;-79.00946526;35.9495701;Y;35.9495701, -79.00946526;2017-02-01;19:53:00;2017-02-01;17:00:00;2017-02-01;19:53:00;2;27514;BURGLARY/HOME I;HOME OF VICTIM - OTHER DWELLING;27.0;JIMMY/PRY TOOL OR DEVICE;W;M
139619;CHPD;SPEED SATURATION;1493 MARTIN LUTHER KING JR BLVD at NEW STATESIDE;CHAPEL HILL;NC;-79.05796814;35.95519638;N;35.95519638, -79.05796814;2017-02-01;9:19:00;2017-02-01;9:19:00;2017-02-01;9:19:00;;27516;TRAFFIC/TRANSPO;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139527;CHPD;CHECK WELLBEING;800 PRITCHARD AVE EXT;CHAPEL HILL;NC;-79.06116486;35.92024612;N;35.92024612, -79.06116486;2017-01-30;13:02:00;2017-01-30;13:02:00;2017-01-30;13:02:00;A6;27516;PUBLIC SERVICE;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;F
139482;CHPD;PROTEST;179 E FRANKLIN ST;CHAPEL HILL;NC;-79.0532609;35.91454851;N;35.91454851, -79.0532609;2017-01-29;13:12:00;2017-01-29;12:00:00;2017-01-29;13:12:00;;27514;PUBLIC SERVICE;OPEN LAND AREAS;;NOT APPLICABLE/NONE;;
139255;CHPD;DRIVING WHILE IMPAIRED;201 S ESTES DR;CHAPEL HILL;NC;-79.0297071;35.92785452;N;35.92785452, -79.0297071;2017-01-25;1:15:00;2017-01-25;1:15:00;2017-01-25;1:15:00;;27514;SUSPICIOUS/WANT;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139286;CHPD;ASSIST EMS;1000 WEAVER DAIRY RD;CHAPEL HILL;NC;-79.05407535;35.96558778;N;35.96558778, -79.05407535;2017-01-25;22:40:00;2017-01-25;22:30:00;2017-01-25;22:40:00;19;27514;LE ASSISTANCE;HOME OF VICTIM - SINGLE FAMILY;19.0;NOT APPLICABLE/NONE;W;F
139202;CHPD;B&E    LARCENY F/VEHICLE;121 EDISTO CT;CHAPEL HILL;NC;-79.0523747;35.96077055;Y;35.96077055, -79.0523747;2017-01-24;8:12:00;2017-01-23;10:30:00;2017-01-24;8:12:00;;27514;THEFT/LARCENY;PARKING LOT/AREA;26.0;BLUNT OBJECT (CLUB  HAMMER  ETC.);W;M
139178;CHPD;IDENTITY THEFT;523 COLONY WOODS DR;CHAPEL HILL;NC;-79.00171292;35.93136085;N;35.93136085, -79.00171292;2017-01-23;15:37:00;2017-01-01;12:00:00;2017-01-11;15:37:00;;27517;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;50.0;NOT APPLICABLE/NONE;W;F
139128;CHPD;ASSIST EMS;5639 OLD CHAPEL HILL RD;DURHAM;NC;-79.00180054;35.94472122;N;35.94472122, -79.00180054;2017-01-22;17:36:00;2017-01-22;17:00:00;2017-01-22;17:36:00;413;27707;LE ASSISTANCE;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;M
139116;CHPD;VANDALISM / DAMAGE TO PROPERTY (WILLFUL);313 E FRANKLIN ST at RALEIGH ST;CHAPEL HILL;NC;-79.04982583;35.91592422;N;35.91592422, -79.04982583;2017-01-21;23:00:00;2017-01-21;23:00:00;2017-01-21;23:00:00;;27514;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
140254;CHPD;RIDE ALONG;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;N;35.92695367, -79.05292697;2017-02-12;18:42:00;2017-02-12;18:42:00;2017-02-12;18:42:00;;27514;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
140177;CHPD;SUSPICIOUS PERSONS;307 S ESTES DR EXT;CHAPEL HILL;NC;-79.02456665;35.92499542;N;35.92499542, -79.02456665;2017-02-11;20:05:00;2017-02-11;20:05:00;2017-02-11;20:05:00;;27517;STATIONARY PATR;BEHIND BUILDING/ALLEY;;NOT APPLICABLE/NONE;;
140112;CHPD;DISTURBING THE PEACE;208 GREENE ST;CHAPEL HILL;NC;-79.05625829;35.92482513;N;35.92482513, -79.05625829;2017-02-11;5;2017-02-11;5;2017-02-11;5;;27516;DISTURBANCE/NUI;OTHER RESIDENCE - OTHER DWELLING;;NOT APPLICABLE/NONE;;
139984;CHPD;TRAFFIC / DIRECTED PATROL;ESTES DR EXT  at  SEAWELL SCHOOL RD;CHAPEL HILL;NC;;;N;;2017-02-08;12:40:00;2017-02-08;12:00:00;2017-02-08;12:38:00;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139777;CHPD;SUICIDAL THOUGHTS;XX XX;CHAPEL HILL;NC;;;N;;2017-02-03;11:38:00;2017-02-03;11:30:00;2017-02-03;11:38:00;;27516;SUICIDE ATTEMPT;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;M
139680;CHPD;WATCH FOR ME NC;MLK JR BLVD;CHAPEL HILL;;;;N;;2017-02-02;11:00:00;2017-02-02;10:00:00;2017-02-02;10:00:00;;;TRAFFIC VIOLATI;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139723;CHPD;LOUD PARTY FOLLOW UP;501 NORTH ST;CHAPEL HILL;NC;-79.04941228;35.91842769;;35.91842769, -79.04941228;2017-02-02;16:14:00;2017-02-02;16:14:00;2017-02-02;16:14:00;;27514;MISC OFFICER IN;;;;;
139726;CHPD;AUTOMOBILE THEFT;714 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05446703;35.92135887;N;35.92135887, -79.05446703;2017-02-02;17:22:00;2017-02-01;20:15:00;2017-02-02;17:22:00;B;27514;THEFT/LARCENY;PARKING LOT/AREA;50.0;NOT APPLICABLE/NONE;W;F
140011;CHPD;ALCOHOL VIOLATIONS;105 E FRANKLIN ST;CHAPEL HILL;NC;-79.05553121;35.91350214;N;35.91350214, -79.05553121;2017-02-09;12:19:00;2017-02-09;12:19:00;2017-02-09;12:19:00;;27514;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139987;CHPD;LOUD PARTY FOLLOW UP;410 PITTSBORO ST;CHAPEL HILL;NC;-79.05536163;35.90580129;N;35.90580129, -79.05536163;2017-02-08;14:03:00;2017-02-08;14:03:00;2017-02-08;14:03:00;;27516;MISC OFFICER IN;HOME OF OFFENDER - SINGLE FAMI;;NOT APPLICABLE/NONE;;
139975;CHPD;SUSPICIOUS CONDITIONS;412 W CAMERON AVE;CHAPEL HILL;NC;-79.0593254;35.90930952;N;35.90930952, -79.0593254;2017-02-08;3:25:00;2017-02-08;3:25:00;2017-02-08;3:25:00;;27516;SUSPICIOUS/WANT;OTHER RESIDENCE - OTHER DWELLING;;NOT APPLICABLE/NONE;;
139896;CHPD;DOMESTIC SIMPLE  ASSAULT;603 KENSINGTON DR;CHAPEL HILL;NC;-79.0411207;35.93963699;N;35.93963699, -79.0411207;2017-02-06;20:59:00;2017-02-06;20:59:00;2017-02-06;20:59:00;;27514;DOMESTIC DISTUR;HOME OF VICTIM - SINGLE FAMILY;;PERSONAL WEAPONS (HANDS  FEET;W;M
139839;CHPD;SUSPICIOUS VEHICLE;1720 FORDHAM BLVD;CHAPEL HILL;NC;-79.02209265;35.93693797;N;35.93693797, -79.02209265;2017-02-05;6:51:00;2017-02-05;6:51:00;2017-02-05;6:51:00;;27514;SUSPICIOUS/WANT;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139829;CHPD;ASSAULT ON FEMALE;347 S ESTES DR;CHAPEL HILL;NC;;;Y;;2017-02-04;20:20:00;2017-02-04;20:00:00;2017-02-04;20:20:00;;27514;PUBLIC SERVICE;PARKING LOT/AREA;21.0;PERSONAL WEAPONS (HANDS  FEET;B;F
139814;CHPD;SUSPICIOUS PERSON;3912 SWEETEN CREEK RD;CHAPEL HILL;NC;-79.02486019;35.9654261;N;35.9654261, -79.02486019;2017-02-04;9:10:00;2017-02-04;9:05:00;2017-02-04;9:06:00;;27514;SUSPICIOUS/WANT;HOME OF VICTIM - SINGLE FAMILY;66.0;NOT APPLICABLE/NONE;W;F
139590;CHPD;ASSIST EMS;120 E FRANKLIN ST;CHAPEL HILL;NC;-79.054895;35.91318866;N;35.91318866, -79.054895;2017-02-01;1:31:00;2017-02-01;1:31:00;2017-02-01;1:31:00;;27514;LE ASSISTANCE;BAR/NIGHTCLUB/LOUNGE;;NOT APPLICABLE/NONE;W;F
139589;CHPD;DISTURBING THE PEACE;1213 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05923841;35.94773305;N;35.94773305, -79.05923841;2017-02-01;1:35:00;2017-02-01;1:30:00;2017-02-01;1:35:00;;27516;TRESPASSING/UNW;CONVENIENCE STORE;;NOT APPLICABLE/NONE;;
139517;CHPD;SUSPICIOUS CONDITION;407 E FRANKLIN ST;CHAPEL HILL;NC;-79.04881941;35.9164169;N;35.9164169, -79.04881941;2017-01-30;1:45:00;2017-01-30;1:45:00;2017-01-30;1:45:00;;27514;INFO MESSAGE;HOME OF VICTIM - OTHER DWELLING;;UNKNOWN/NOT STATED;;
138637;CHPD;TRESPASSING;1305 E FRANKLIN ST;CHAPEL HILL;NC;-79.03549566;35.9276269;;35.9276269, -79.03549566;2017-01-12;4:48:00;2017-01-12;4:48:00;2017-01-12;4:48:00;;27514;SUSPICIOUS/WANT;RESTAURANT;;NOT APPLICABLE/NONE;;
138680;CHPD;LOUD PARTY;333 W ROSEMARY ST;CHAPEL HILL;NC;-79.06166507;35.91190558;N;35.91190558, -79.06166507;2017-01-12;23:11:00;2017-01-12;23:11:00;2017-01-12;23:11:00;;27516;DISTURBANCE/NUI;HOME OF OFFENDER - SINGLE FAMI;;NOT APPLICABLE/NONE;;
138633;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;518 COLONY WOODS DR;CHAPEL HILL;NC;-79.002318;35.93178221;;35.93178221, -79.002318;2017-01-11;22:10:00;2017-01-11;22:10:00;2017-01-11;22:10:00;;27517;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;41.0;NOT APPLICABLE/NONE;W;M
138602;CHPD;REC. STOLEN AUTO FROM ANOTHER JURISDICTION;1400 E FRANKLIN ST;CHAPEL HILL;NC;-79.03448975;35.92797038;N;35.92797038, -79.03448975;2017-01-10;15:57:00;2017-01-10;15:57:00;2017-01-10;15:57:00;;27514;INFO MESSAGE;OTHER RETAIL ESTABLISHMENT;;NOT APPLICABLE/NONE;;
138532;CHPD;LARCENY- ALL OTHER;102 OLD MARKHAM PL;CHAPEL HILL;NC;-79.01952563;35.95940757;N;35.95940757, -79.01952563;2017-01-08;20:13:00;2016-12-26;9:00:00;2016-12-29;12:00:00;;27514;BURGLARY/HOME I;HOME OF OFFENDER - SINGLE FAMI;52.0;NOT APPLICABLE/NONE;A;F
138493;CHPD;TRESPASSING;130 S ESTES DR;CHAPEL HILL;NC;-79.03178581;35.92628593;N;35.92628593, -79.03178581;2017-01-07;12:00:00;2017-01-07;0;2017-01-07;0;G4;27514;DISTURBANCE/NUI;HOME OF VICTIM - OTHER DWELLING;44.0;UNKNOWN/NOT STATED;W;M
138478;CHPD;WARRANT SERVICE;425 LAKESHORE LN;CHAPEL HILL;NC;-79.03023726;35.94859736;N;35.94859736, -79.03023726;2017-01-06;13:10:00;2017-01-06;13:10:00;2017-01-06;13:10:00;;27514;MISC OFFICER IN;HOME OF OFFENDER - SINGLE FAMI;;NOT APPLICABLE/NONE;;
138431;CHPD;B&E RESIDENCE-FORCE;737 E FRANKLIN ST;CHAPEL HILL;NC;-79.04106781;35.91804716;Y;35.91804716, -79.04106781;2017-01-05;10:48:00;2016-12-31;13:30:00;2017-01-05;10:48:00;;27514;BURGLARY/HOME I;HOME OF VICTIM - SINGLE FAMILY;40.0;OTHER WEAPON;W;F
138421;CHPD;DIRECTED PATROL;606 N ESTES DR;CHAPEL HILL;NC;-79.04698684;35.93635308;;35.93635308, -79.04698684;2017-01-05;6:53:00;2017-01-05;6:53:00;2017-01-05;6:53:00;;27514;SCHOOL PATROL;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
138440;CHPD;LOST PROPERTY;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;;35.92695367, -79.05292697;2017-01-05;15:10:00;2017-01-05;15:10:00;2017-01-05;15:10:00;;27514;INFO MESSAGE;GOVERNMENT/PUBLIC BUILDING;47.0;NOT APPLICABLE/NONE;W;M
138363;CHPD;DISTURBING THE PEACE;W ROSEMARY ST at N COLUMBIA ST;CHAPEL HILL;NC;;;;;2017-01-04;11:27:00;2017-01-04;11:26:00;2017-01-04;11:27:00;;;DISTURBANCE/NUI;HIGHWAY/ROAD/STREET  ETC.;43.0;NOT APPLICABLE/NONE;W;F
138382;CHPD;TRAFFIC / DIRECTED PATROL;RALEIGH RD at  15-501;CHAPEL HILL;NC;;;;;2017-01-04;13:20:00;2017-01-04;13:20:00;2017-01-04;13:20:00;;27517;STATIONARY PATR;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
138405;CHPD;LOUD MUSIC/PARTY;130 S ESTES DR;CHAPEL HILL;NC;-79.03178581;35.92628593;N;35.92628593, -79.03178581;2017-01-04;18:00:00;2017-01-04;18:00:00;2017-01-04;18:00:00;A9;27514;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
138288;CHPD;LARCENY- ALL OTHER;205 PINEGATE CIR;CHAPEL HILL;NC;-79.01023865;35.948349;Y;35.948349, -79.01023865;2017-01-03;3:43:00;2017-01-03;3:43:00;2017-01-03;3:43:00;;27514;DISTURBANCE/NUI;PARKING LOT/AREA;40.0;PERSONAL WEAPONS (HANDS  FEET;W;F
138323;CHPD;FRAUD-ALL OTHER;100 EUROPA DR;CHAPEL HILL;NC;-79.01864539;35.93959037;;35.93959037, -79.01864539;2017-01-03;12:55:00;2017-01-03;12:55:00;2017-01-03;12:55:00;;27514;ABUSE/ABANDOMEN;COMMERCIAL/OFFICE BUILDING;65.0;NOT APPLICABLE/NONE;W;M
138267;CHPD;DAMAGE TO PROPERTY(NON-CRIMINAL);103 PINEGATE CIR;CHAPEL HILL;NC;-79.00851269;35.94791838;;35.94791838, -79.00851269;2017-01-02;15:03:00;2017-01-02;3:00:00;2017-01-02;9:00:00;9;27514;DAMAGE/VANDALIS;PARKING LOT/AREA;41.0;NOT APPLICABLE/NONE;A;F
138263;CHPD;LOUD MUSIC- UNFOUNDED;502 N COLUMBIA ST;CHAPEL HILL;NC;-79.05827845;35.91787161;N;35.91787161, -79.05827845;2017-01-02;13:29:00;2017-01-02;13:29:00;2017-01-02;13:29:00;C;27516;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
138211;CHPD;DAMAGE TO PROPERTY;W BARBEE CHAPEL RD at RALEIGH RD;CHAPEL HILL;NC;;;N;;2017-01-01;9:14:00;2017-01-01;9:14:00;2017-01-01;9:14:00;;;TRAFFIC VIOLATI;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
138190;CHPD;DISCHARGING FIREARM;1575 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05900878;35.9586863;;35.9586863, -79.05900878;2017-01-01;1:02:00;2017-01-01;1:02:00;2017-01-01;1:02:00;31;27516;SUSPICIOUS/WANT;HOME OF VICTIM - SINGLE FAMILY;71.0;UNKNOWN/NOT STATED;B;M
139809;CHPD;EQUIP/PARAPHERNALIA-POSS/CONCEALING;216 W FRANKLIN ST at MALLETTE ST;CHAPEL HILL;NC;-79.05951691;35.9118042;N;35.9118042, -79.05951691;2017-02-03;23:50:00;2017-02-03;23:50:00;2017-02-03;23:50:00;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139690;CHPD;FUNERAL ESCORT;940 CARMICHAEL ST;CHAPEL HILL;NC;-79.03203132;35.90455513;;35.90455513, -79.03203132;2017-02-02;12:38:00;2017-02-02;12:38:00;2017-02-02;12:38:00;;27514;ESCORT;CHURCH/SYNAGOGUE/TEMPLE;;NOT APPLICABLE/NONE;;
139699;CHPD;SUSPICIOUS PERSON;424 RIDGECREST DR;CHAPEL HILL;NC;-79.03339619;35.94352725;N;35.94352725, -79.03339619;2017-02-02;13:17:00;2017-02-02;13:17:00;2017-02-02;13:17:00;;27514;SUSPICIOUS/WANT;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;;
139737;CHPD;INFORMATION;431 W FRANKLIN ST;CHAPEL HILL;NC;-79.06285723;35.90995316;N;35.90995316, -79.06285723;2017-02-02;19:49:00;2017-02-02;19:49:00;2017-02-02;19:49:00;;27516;TRAFFIC/TRANSPO;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139588;CHPD;TRESPASSING;125 E FRANKLIN ST;CHAPEL HILL;NC;-79.05487823;35.9137579;;35.9137579, -79.05487823;2017-01-31;22:23:00;2017-01-31;22:23:00;2017-01-31;22:23:00;;27514;DISTURBANCE/NUI;BAR/NIGHTCLUB/LOUNGE;;NOT APPLICABLE/NONE;;
139531;CHPD;SUSPICIOUS PERSON;337 W ROSEMARY ST;CHAPEL HILL;NC;-79.06083956;35.91186296;N;35.91186296, -79.06083956;2017-01-30;15:12:00;2017-01-30;13:00:00;2017-01-30;13:24:00;;27516;SUSPICIOUS/WANT;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139520;CHPD;HARASSMENT;1060 NC 54;CHAPEL HILL;NC;-79.06515375;35.89867045;N;35.89867045, -79.06515375;2017-01-30;10:07:00;2017-01-30;10:07:00;2017-01-30;10:07:00;D1;27516;INFO MESSAGE;HOME OF VICTIM - OTHER DWELLING;24.0;NOT APPLICABLE/NONE;B;F
139510;CHPD;AUTOMOBILE THEFT;522 ABERDEEN DR;CHAPEL HILL;NC;-79.06910371;35.88128114;U;35.88128114, -79.06910371;2017-01-29;21:06:00;2017-01-22;6:00:00;2017-01-29;21:06:00;;27516;THEFT/LARCENY;PARKING LOT/AREA;61.0;UNKNOWN/NOT STATED;W;M
139313;CHPD;LOUD ARGUMENT;800 PRITCHARD AVE EXT;CHAPEL HILL;NC;-79.06116486;35.92024612;N;35.92024612, -79.06116486;2017-01-26;16:44:00;2017-01-26;16:44:00;2017-01-26;16:44:00;H8;27516;DISTURBANCE/NUI;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139298;CHPD;TRAFFIC COMPLAINT;515 PARKSIDE CIR;CHAPEL HILL;NC;-79.0676878;35.88434072;N;35.88434072, -79.0676878;2017-01-26;11:57:00;2017-01-12;15:50:00;2017-01-12;15:50:00;;27516;INFO MESSAGE;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139275;CHPD;MOLESTATION;XX XX;CHAPEL HILL;NC;;;U;;2017-01-25;18:01:00;2017-01-25;17:00:00;2017-01-25;17:05:00;;27517;PUBLIC SERVICE;HOME OF VICTIM - SINGLE FAMILY;;PERSONAL WEAPONS (HANDS  FEET;W;F
139269;CHPD;LOST PROPERTY;408 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05645365;35.91657686;N;35.91657686, -79.05645365;2017-01-25;15:35:00;2017-01-07;9:00:00;2017-01-09;13:00:00;C5;27514;;HOME OF VICTIM - SINGLE FAMILY;22.0;NOT APPLICABLE/NONE;W;M
139238;CHPD;HARASSMENT;417 BROOKGREEN DR;CHAPEL HILL;NC;-79.06916527;35.88327234;N;35.88327234, -79.06916527;2017-01-24;19:07:00;2017-01-24;19:07:00;2017-01-24;19:07:00;;27516;SUSPICIOUS/WANT;HOME OF VICTIM - SINGLE FAMILY;41.0;NOT APPLICABLE/NONE;W;M
139171;CHPD;SOLICITING PERMIT;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;;35.92695367, -79.05292697;2017-01-23;15:25:00;2017-01-23;15:25:00;2017-01-23;15:25:00;;27514;MISC OFFICER IN;GOVERNMENT/PUBLIC BUILDING;;NOT APPLICABLE/NONE;;
139110;CHPD;INFORMATION;104 ELMWOOD CIR;CHAPEL HILL;NC;-79.02089994;35.94897165;N;35.94897165, -79.02089994;2017-01-21;22:13:00;2017-01-21;21:00:00;2017-01-21;21:15:00;;27514;PUBLIC SERVICE;HOME OF VICTIM - OTHER DWELLING;63.0;NOT APPLICABLE/NONE;W;M
139105;CHPD;TOWED VEHICLE;100 E ROSEMARY ST;CHAPEL HILL;NC;-79.055707;35.91401936;N;35.91401936, -79.055707;2017-01-21;19:49:00;2017-01-21;18:30:00;2017-01-21;19:49:00;;27514;PUBLIC SERVICE;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139095;CHPD;DRUG VIOLATIONS;114 ASHLEY FOREST RD;CHAPEL HILL;NC;-79.0563336;35.94418875;N;35.94418875, -79.0563336;2017-01-21;11:56:00;2017-01-21;11:56:00;2017-01-21;11:56:00;A;27514;DRUGS;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139093;CHPD;DOG BITES AND ATTACKS;1000 DOGWOOD ACRES DR;CHAPEL HILL;NC;-79.06917617;35.87241746;N;35.87241746, -79.06917617;2017-01-21;13:23:00;2017-01-21;13:00:00;2017-01-21;13:10:00;;27514;ANIMAL BITE;OPEN LAND AREAS;53.0;NOT APPLICABLE/NONE;W;F
139076;CHPD;TRESPASSING;106 N GRAHAM ST;CHAPEL HILL;NC;-79.06429124;35.91058373;N;35.91058373, -79.06429124;2017-01-20;22:19:00;2017-01-20;22:19:00;2017-01-20;22:19:00;;27516;DISTURBANCE/NUI;BAR/NIGHTCLUB/LOUNGE;;NOT APPLICABLE/NONE;;
139020;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;130 S ESTES DR;CHAPEL HILL;NC;-79.03178581;35.92628593;;35.92628593, -79.03178581;2017-01-19;22:46:00;2017-01-19;22:46:00;2017-01-19;22:46:00;;27514;DISTURBANCE/NUI;HOME OF VICTIM - OTHER DWELLING;50.0;NOT APPLICABLE/NONE;I;M
138957;CHPD;ALARM;415 HILLSBOROUGH ST;CHAPEL HILL;NC;-79.05189098;35.9191975;;35.9191975, -79.05189098;2017-01-18;13:21:00;2017-01-18;13:21:00;2017-01-18;13:21:00;;27514;ALARMS;OTHER RESIDENCE - OTHER DWELLING;;UNKNOWN/NOT STATED;;
138960;CHPD;SIMPLE ASSAULT-OTHER;123 BARCLAY RD;CHAPEL HILL;NC;-79.0573692;35.92948052;Y;35.92948052, -79.0573692;2017-01-18;13:11:00;2017-01-18;12:00:00;2017-01-18;12:10:00;;27514;DOMESTIC DISTUR;OTHER RESIDENCE - OTHER DWELLING;;PERSONAL WEAPONS (HANDS  FEET;W;F
