country,cause,sex,death,total_concentration
Antigua and Barbuda,Ischaemic heart disease,female,6,17.9
Antigua and Barbuda,Stroke,female,3,17.9
Antigua and Barbuda,Chronic obstructive pulmonary disease,female,1,17.9
Argentina,Total,female,7126,11.8
Argentina,Lower respiratory infections,female,2080,11.8
Argentina,"Trachea, bronchus, lung cancers",female,247,11.8
Argentina,Ischaemic heart disease,female,2533,11.8
Argentina,Stroke,female,935,11.8
Argentina,Chronic obstructive pulmonary disease,female,1331,11.8
Armenia,Total,female,986,30.5
Armenia,Lower respiratory infections,female,37,30.5
Armenia,"Trachea, bronchus, lung cancers",female,40,30.5
Armenia,Ischaemic heart disease,female,654,30.5
Armenia,Stroke,female,147,30.5
Armenia,Chronic obstructive pulmonary disease,female,109,30.5
Australia,Total,female,1922,7.2
Australia,Lower respiratory infections,female,158,7.2
Australia,"Trachea, bronchus, lung cancers",female,151,7.2
Australia,Ischaemic heart disease,female,849,7.2
Australia,Stroke,female,410,7.2
Australia,Chronic obstructive pulmonary disease,female,354,7.2
Austria,Total,female,1692,12.4
Austria,Lower respiratory infections,female,73,12.4
Austria,"Trachea, bronchus, lung cancers",female,118,12.4
Austria,Ischaemic heart disease,female,1045,12.4
Austria,Stroke,female,239,12.4
Austria,Chronic obstructive pulmonary disease,female,216,12.4
Azerbaijan,Total,female,2121,18.2
Azerbaijan,Lower respiratory infections,female,108,18.2
Azerbaijan,"Trachea, bronchus, lung cancers",female,25,18.2
Azerbaijan,Ischaemic heart disease,female,1451,18.2
Azerbaijan,Stroke,female,406,18.2
Azerbaijan,Chronic obstructive pulmonary disease,female,130,18.2
Bahamas,Total,female,38,17.6
Bahamas,Lower respiratory infections,female,7,17.6
Bahamas,"Trachea, bronchus, lung cancers",female,1,17.6
Bahamas,Ischaemic heart disease,female,18,17.6
Bahamas,Stroke,female,10,17.6
Bahamas,Chronic obstructive pulmonary disease,female,1,17.6
Bahrain,Total,female,79,69
Bahrain,Lower respiratory infections,female,10,69
Bahrain,"Trachea, bronchus, lung cancers",female,6,69
Bahrain,Ischaemic heart disease,female,45,69
Bahrain,Stroke,female,9,69
Bahrain,Chronic obstructive pulmonary disease,female,9,69
Bangladesh,Total,female,35919,58.3
Bangladesh,Lower respiratory infections,female,5130,58.3
Bangladesh,"Trachea, bronchus, lung cancers",female,754,58.3
Bangladesh,Ischaemic heart disease,female,10723,58.3
Bangladesh,Stroke,female,10939,58.3
Bangladesh,Chronic obstructive pulmonary disease,female,8372,58.3
Barbados,Total,female,79,22.2
Barbados,Lower respiratory infections,female,28,22.2
Barbados,"Trachea, bronchus, lung cancers",female,2,22.2
Barbados,Ischaemic heart disease,female,25,22.2
Barbados,Stroke,female,20,22.2
Barbados,Chronic obstructive pulmonary disease,female,4,22.2
Belarus,Total,female,4823,18.1
Belarus,Lower respiratory infections,female,41,18.1
Belarus,"Trachea, bronchus, lung cancers",female,47,18.1
Belarus,Ischaemic heart disease,female,3801,18.1
Belarus,Stroke,female,848,18.1
Belarus,Chronic obstructive pulmonary disease,female,86,18.1
Belgium,Total,female,2118,12.9
Belgium,Lower respiratory infections,female,393,12.9
Belgium,"Trachea, bronchus, lung cancers",female,157,12.9
Belgium,Ischaemic heart disease,female,788,12.9
Belgium,Stroke,female,372,12.9
Belgium,Chronic obstructive pulmonary disease,female,409,12.9
Belize,Total,female,34,21.2
Belize,Lower respiratory infections,female,9,21.2
Belize,"Trachea, bronchus, lung cancers",female,1,21.2
Belize,Ischaemic heart disease,female,15,21.2
Belize,Stroke,female,7,21.2
Belize,Chronic obstructive pulmonary disease,female,3,21.2
Benin,Total,female,2631,33.1
Benin,Lower respiratory infections,female,1505,33.1
Benin,"Trachea, bronchus, lung cancers",female,4,33.1
Benin,Ischaemic heart disease,female,509,33.1
Benin,Stroke,female,425,33.1
Benin,Chronic obstructive pulmonary disease,female,187,33.1
Bhutan,Total,female,170,35.3
Bhutan,Lower respiratory infections,female,30,35.3
Bhutan,"Trachea, bronchus, lung cancers",female,4,35.3
Bhutan,Ischaemic heart disease,female,71,35.3
Bhutan,Stroke,female,29,35.3
Bhutan,Chronic obstructive pulmonary disease,female,36,35.3
Bolivia (Plurinational State of),Total,female,1642,20.2
Bolivia (Plurinational State of),Lower respiratory infections,female,502,20.2
Bolivia (Plurinational State of),"Trachea, bronchus, lung cancers",female,24,20.2
Bolivia (Plurinational State of),Ischaemic heart disease,female,627,20.2
Bolivia (Plurinational State of),Stroke,female,289,20.2
Bolivia (Plurinational State of),Chronic obstructive pulmonary disease,female,201,20.2
Bosnia and Herzegovina,Total,female,1453,27.3
Bosnia and Herzegovina,Lower respiratory infections,female,40,27.3
Bosnia and Herzegovina,"Trachea, bronchus, lung cancers",female,59,27.3
Bosnia and Herzegovina,Ischaemic heart disease,female,788,27.3
Bosnia and Herzegovina,Stroke,female,456,27.3
Bosnia and Herzegovina,Chronic obstructive pulmonary disease,female,110,27.3
Botswana,Total,female,297,21.2
Botswana,Lower respiratory infections,female,84,21.2
Botswana,"Trachea, bronchus, lung cancers",female,1,21.2
Botswana,Ischaemic heart disease,female,117,21.2
Botswana,Stroke,female,65,21.2
Botswana,Chronic obstructive pulmonary disease,female,30,21.2
Brazil,Total,female,23489,11.5
Brazil,Lower respiratory infections,female,5211,11.5
Brazil,"Trachea, bronchus, lung cancers",female,850,11.5
Brazil,Ischaemic heart disease,female,9005,11.5
Brazil,Stroke,female,4922,11.5
Brazil,Chronic obstructive pulmonary disease,female,3501,11.5
Brunei Darussalam,Total,female,15,5.8
Brunei Darussalam,Lower respiratory infections,female,1,5.8
Brunei Darussalam,"Trachea, bronchus, lung cancers",female,1,5.8
Brunei Darussalam,Ischaemic heart disease,female,8,5.8
Brunei Darussalam,Stroke,female,4,5.8
Brunei Darussalam,Chronic obstructive pulmonary disease,female,2,5.8
Bulgaria,Total,female,4045,18.8
Bulgaria,Lower respiratory infections,female,112,18.8
Bulgaria,"Trachea, bronchus, lung cancers",female,84,18.8
Bulgaria,Ischaemic heart disease,female,2399,18.8
Bulgaria,Stroke,female,1198,18.8
Bulgaria,Chronic obstructive pulmonary disease,female,251,18.8
Burkina Faso,Total,female,3657,36.8
Burkina Faso,Lower respiratory infections,female,2096,36.8
Burkina Faso,"Trachea, bronchus, lung cancers",female,15,36.8
Burkina Faso,Ischaemic heart disease,female,880,36.8
Burkina Faso,Stroke,female,482,36.8
Burkina Faso,Chronic obstructive pulmonary disease,female,185,36.8
Burundi,Total,female,1949,35.6
Burundi,Lower respiratory infections,female,1160,35.6
Burundi,"Trachea, bronchus, lung cancers",female,7,35.6
Burundi,Ischaemic heart disease,female,350,35.6
Burundi,Stroke,female,313,35.6
Burundi,Chronic obstructive pulmonary disease,female,119,35.6
Cabo Verde,Total,female,112,32
Cabo Verde,Lower respiratory infections,female,32,32
Cabo Verde,"Trachea, bronchus, lung cancers",female,1,32
Cabo Verde,Ischaemic heart disease,female,50,32
Cabo Verde,Stroke,female,19,32
Cabo Verde,Chronic obstructive pulmonary disease,female,11,32
Cambodia,Total,female,2619,24
Cambodia,Lower respiratory infections,female,787,24
Cambodia,"Trachea, bronchus, lung cancers",female,61,24
Cambodia,Ischaemic heart disease,female,656,24
Cambodia,Stroke,female,923,24
Cambodia,Chronic obstructive pulmonary disease,female,194,24
Cameroon,Total,female,6625,65.3
Cameroon,Lower respiratory infections,female,3944,65.3
Cameroon,"Trachea, bronchus, lung cancers",female,21,65.3
Cameroon,Ischaemic heart disease,female,1121,65.3
Cameroon,Stroke,female,1013,65.3
Cameroon,Chronic obstructive pulmonary disease,female,527,65.3
Canada,Total,female,2476,6.5
Canada,Lower respiratory infections,female,187,6.5
Canada,"Trachea, bronchus, lung cancers",female,268,6.5
Canada,Ischaemic heart disease,female,1170,6.5
Canada,Stroke,female,402,6.5
Canada,Chronic obstructive pulmonary disease,female,448,6.5
Central African Republic,Total,female,1424,49.5
Central African Republic,Lower respiratory infections,female,803,49.5
Central African Republic,"Trachea, bronchus, lung cancers",female,3,49.5
Central African Republic,Ischaemic heart disease,female,262,49.5
Central African Republic,Stroke,female,253,49.5
Central African Republic,Chronic obstructive pulmonary disease,female,102,49.5
Chad,Total,female,5706,53
Chad,Lower respiratory infections,female,4150,53
Chad,"Trachea, bronchus, lung cancers",female,7,53
Chad,Ischaemic heart disease,female,733,53
Chad,Stroke,female,578,53
Chad,Chronic obstructive pulmonary disease,female,238,53
Chile,Total,female,2208,21
Chile,Lower respiratory infections,female,401,21
Chile,"Trachea, bronchus, lung cancers",female,165,21
Chile,Ischaemic heart disease,female,718,21
Chile,Stroke,female,529,21
Chile,Chronic obstructive pulmonary disease,female,395,21
China,Total,female,520944,49.2
China,Lower respiratory infections,female,26691,49.2
China,"Trachea, bronchus, lung cancers",female,42769,49.2
China,Ischaemic heart disease,female,179574,49.2
China,Stroke,female,151771,49.2
China,Chronic obstructive pulmonary disease,female,120139,49.2
Colombia,Total,female,5611,15.2
Colombia,Lower respiratory infections,female,743,15.2
Colombia,"Trachea, bronchus, lung cancers",female,251,15.2
Colombia,Ischaemic heart disease,female,2791,15.2
Colombia,Stroke,female,1029,15.2
Colombia,Chronic obstructive pulmonary disease,female,798,15.2
Comoros,Total,female,108,18.6
Comoros,Lower respiratory infections,female,54,18.6
Comoros,"Trachea, bronchus, lung cancers",female,0,18.6
Comoros,Ischaemic heart disease,female,31,18.6
Comoros,Stroke,female,17,18.6
Comoros,Chronic obstructive pulmonary disease,female,6,18.6
Congo,Total,female,891,38.7
Congo,Lower respiratory infections,female,386,38.7
Congo,"Trachea, bronchus, lung cancers",female,3,38.7
Congo,Ischaemic heart disease,female,244,38.7
Congo,Stroke,female,171,38.7
Congo,Chronic obstructive pulmonary disease,female,86,38.7
Costa Rica,Total,female,444,15.9
Costa Rica,Lower respiratory infections,female,46,15.9
Costa Rica,"Trachea, bronchus, lung cancers",female,12,15.9
Costa Rica,Ischaemic heart disease,female,211,15.9
Costa Rica,Stroke,female,85,15.9
Costa Rica,Chronic obstructive pulmonary disease,female,91,15.9
Côte d'Ivoire,Total,female,5454,23.7
Côte d'Ivoire,Lower respiratory infections,female,2602,23.7
Côte d'Ivoire,"Trachea, bronchus, lung cancers",female,11,23.7
Côte d'Ivoire,Ischaemic heart disease,female,1476,23.7
Côte d'Ivoire,Stroke,female,1044,23.7
Côte d'Ivoire,Chronic obstructive pulmonary disease,female,322,23.7
Croatia,Total,female,1454,17
Croatia,Lower respiratory infections,female,45,17
Croatia,"Trachea, bronchus, lung cancers",female,76,17
Croatia,Ischaemic heart disease,female,832,17
Croatia,Stroke,female,371,17
Croatia,Chronic obstructive pulmonary disease,female,130,17
Cuba,Total,female,2855,18.4
Cuba,Lower respiratory infections,female,541,18.4
Cuba,"Trachea, bronchus, lung cancers",female,219,18.4
Cuba,Ischaemic heart disease,female,1232,18.4
Cuba,Stroke,female,475,18.4
Cuba,Chronic obstructive pulmonary disease,female,388,18.4
Cyprus,Total,female,154,16.8
Cyprus,Lower respiratory infections,female,11,16.8
Cyprus,"Trachea, bronchus, lung cancers",female,7,16.8
Cyprus,Ischaemic heart disease,female,77,16.8
Cyprus,Stroke,female,31,16.8
Cyprus,Chronic obstructive pulmonary disease,female,29,16.8
Czechia,Total,female,2960,15.1
Czechia,Lower respiratory infections,female,254,15.1
Czechia,"Trachea, bronchus, lung cancers",female,165,15.1
Czechia,Ischaemic heart disease,female,1819,15.1
Czechia,Stroke,female,477,15.1
Czechia,Chronic obstructive pulmonary disease,female,245,15.1
Democratic People's Republic of Korea,Total,female,10644,30.4
Democratic People's Republic of Korea,Lower respiratory infections,female,571,30.4
Democratic People's Republic of Korea,"Trachea, bronchus, lung cancers",female,1055,30.4
Democratic People's Republic of Korea,Ischaemic heart disease,female,2457,30.4
Democratic People's Republic of Korea,Stroke,female,2805,30.4
Democratic People's Republic of Korea,Chronic obstructive pulmonary disease,female,3756,30.4
Democratic Republic of the Congo,Total,female,16180,37.6
Democratic Republic of the Congo,Lower respiratory infections,female,9734,37.6
Democratic Republic of the Congo,"Trachea, bronchus, lung cancers",female,33,37.6
Democratic Republic of the Congo,Ischaemic heart disease,female,2654,37.6
Democratic Republic of the Congo,Stroke,female,2563,37.6
Democratic Republic of the Congo,Chronic obstructive pulmonary disease,female,1194,37.6
Denmark,Total,female,846,10.1
Denmark,Lower respiratory infections,female,106,10.1
Denmark,"Trachea, bronchus, lung cancers",female,113,10.1
Denmark,Ischaemic heart disease,female,234,10.1
Denmark,Stroke,female,149,10.1
Denmark,Chronic obstructive pulmonary disease,female,243,10.1
Djibouti,Total,female,182,40.4
Djibouti,Lower respiratory infections,female,88,40.4
Djibouti,"Trachea, bronchus, lung cancers",female,2,40.4
Djibouti,Ischaemic heart disease,female,51,40.4
Djibouti,Stroke,female,32,40.4
Djibouti,Chronic obstructive pulmonary disease,female,10,40.4
Dominican Republic,Total,female,1298,12.9
Dominican Republic,Lower respiratory infections,female,139,12.9
Dominican Republic,"Trachea, bronchus, lung cancers",female,40,12.9
Dominican Republic,Ischaemic heart disease,female,770,12.9
Dominican Republic,Stroke,female,276,12.9
Dominican Republic,Chronic obstructive pulmonary disease,female,72,12.9
Ecuador,Total,female,1368,14.9
Ecuador,Lower respiratory infections,female,364,14.9
Ecuador,"Trachea, bronchus, lung cancers",female,37,14.9
Ecuador,Ischaemic heart disease,female,490,14.9
Ecuador,Stroke,female,270,14.9
Ecuador,Chronic obstructive pulmonary disease,female,207,14.9
Egypt,Total,female,30022,79.3
Egypt,Lower respiratory infections,female,3527,79.3
Egypt,"Trachea, bronchus, lung cancers",female,418,79.3
Egypt,Ischaemic heart disease,female,17468,79.3
Egypt,Stroke,female,6145,79.3
Egypt,Chronic obstructive pulmonary disease,female,2464,79.3
El Salvador,Total,female,898,23.4
El Salvador,Lower respiratory infections,female,195,23.4
El Salvador,"Trachea, bronchus, lung cancers",female,22,23.4
El Salvador,Ischaemic heart disease,female,494,23.4
El Salvador,Stroke,female,90,23.4
El Salvador,Chronic obstructive pulmonary disease,female,97,23.4
Equatorial Guinea,Total,female,281,45.9
Equatorial Guinea,Lower respiratory infections,female,167,45.9
Equatorial Guinea,"Trachea, bronchus, lung cancers",female,2,45.9
Equatorial Guinea,Ischaemic heart disease,female,56,45.9
Equatorial Guinea,Stroke,female,35,45.9
Equatorial Guinea,Chronic obstructive pulmonary disease,female,22,45.9
Eritrea,Total,female,942,42.4
Eritrea,Lower respiratory infections,female,457,42.4
Eritrea,"Trachea, bronchus, lung cancers",female,7,42.4
Eritrea,Ischaemic heart disease,female,202,42.4
Eritrea,Stroke,female,204,42.4
Eritrea,Chronic obstructive pulmonary disease,female,72,42.4
Estonia,Total,female,310,6.7
Estonia,Lower respiratory infections,female,6,6.7
Estonia,"Trachea, bronchus, lung cancers",female,6,6.7
Estonia,Ischaemic heart disease,female,256,6.7
Estonia,Stroke,female,37,6.7
Estonia,Chronic obstructive pulmonary disease,female,6,6.7
Eswatini,Total,female,179,16.3
Eswatini,Lower respiratory infections,female,68,16.3
Eswatini,"Trachea, bronchus, lung cancers",female,1,16.3
Eswatini,Ischaemic heart disease,female,56,16.3
Eswatini,Stroke,female,37,16.3
Eswatini,Chronic obstructive pulmonary disease,female,17,16.3
Ethiopia,Total,female,14935,34.4
Ethiopia,Lower respiratory infections,female,7479,34.4
Ethiopia,"Trachea, bronchus, lung cancers",female,153,34.4
Ethiopia,Ischaemic heart disease,female,3757,34.4
Ethiopia,Stroke,female,2506,34.4
Ethiopia,Chronic obstructive pulmonary disease,female,1041,34.4
Fiji,Total,female,80,10.2
Fiji,Lower respiratory infections,female,10,10.2
Fiji,"Trachea, bronchus, lung cancers",female,1,10.2
Fiji,Ischaemic heart disease,female,57,10.2
Fiji,Stroke,female,6,10.2
Fiji,Chronic obstructive pulmonary disease,female,6,10.2
Finland,Total,female,469,5.9
Finland,Lower respiratory infections,female,6,5.9
Finland,"Trachea, bronchus, lung cancers",female,18,5.9
Finland,Ischaemic heart disease,female,302,5.9
Finland,Stroke,female,120,5.9
Finland,Chronic obstructive pulmonary disease,female,24,5.9
France,Total,female,7565,11.6
France,Lower respiratory infections,female,1102,11.6
France,"Trachea, bronchus, lung cancers",female,661,11.6
France,Ischaemic heart disease,female,3028,11.6
France,Stroke,female,1649,11.6
France,Chronic obstructive pulmonary disease,female,1125,11.6
Gabon,Total,female,338,38.5
Gabon,Lower respiratory infections,female,146,38.5
Gabon,"Trachea, bronchus, lung cancers",female,4,38.5
Gabon,Ischaemic heart disease,female,96,38.5
Gabon,Stroke,female,62,38.5
Gabon,Chronic obstructive pulmonary disease,female,30,38.5
Gambia,Total,female,342,32.2
Gambia,Lower respiratory infections,female,173,32.2
Gambia,"Trachea, bronchus, lung cancers",female,1,32.2
Gambia,Ischaemic heart disease,female,95,32.2
Gambia,Stroke,female,50,32.2
Gambia,Chronic obstructive pulmonary disease,female,24,32.2
Georgia,Total,female,2241,21.2
Georgia,Lower respiratory infections,female,44,21.2
Georgia,"Trachea, bronchus, lung cancers",female,21,21.2
Georgia,Ischaemic heart disease,female,1379,21.2
Georgia,Stroke,female,643,21.2
Georgia,Chronic obstructive pulmonary disease,female,153,21.2
Germany,Total,female,17974,11.7
Germany,Lower respiratory infections,female,1284,11.7
Germany,"Trachea, bronchus, lung cancers",female,1141,11.7
Germany,Ischaemic heart disease,female,9869,11.7
Germany,Stroke,female,2818,11.7
Germany,Chronic obstructive pulmonary disease,female,2862,11.7
Ghana,Total,female,6227,31.9
Ghana,Lower respiratory infections,female,2132,31.9
Ghana,"Trachea, bronchus, lung cancers",female,12,31.9
Ghana,Ischaemic heart disease,female,1970,31.9
Ghana,Stroke,female,1768,31.9
Ghana,Chronic obstructive pulmonary disease,female,345,31.9
Greece,Total,female,3298,15.7
Greece,Lower respiratory infections,female,540,15.7
Greece,"Trachea, bronchus, lung cancers",female,138,15.7
Greece,Ischaemic heart disease,female,1282,15.7
Greece,Stroke,female,844,15.7
Greece,Chronic obstructive pulmonary disease,female,495,15.7
Grenada,Total,female,22,21.6
Grenada,Lower respiratory infections,female,7,21.6
Grenada,"Trachea, bronchus, lung cancers",female,1,21.6
Grenada,Ischaemic heart disease,female,9,21.6
Grenada,Stroke,female,4,21.6
Grenada,Chronic obstructive pulmonary disease,female,1,21.6
Guatemala,Total,female,1671,23.6
Guatemala,Lower respiratory infections,female,673,23.6
Guatemala,"Trachea, bronchus, lung cancers",female,21,23.6
Guatemala,Ischaemic heart disease,female,574,23.6
Guatemala,Stroke,female,235,23.6
Guatemala,Chronic obstructive pulmonary disease,female,168,23.6
Guinea,Total,female,2474,22.4
Guinea,Lower respiratory infections,female,1197,22.4
Guinea,"Trachea, bronchus, lung cancers",female,4,22.4
Guinea,Ischaemic heart disease,female,642,22.4
Guinea,Stroke,female,458,22.4
Guinea,Chronic obstructive pulmonary disease,female,173,22.4
Guinea-Bissau,Total,female,343,27.1
Guinea-Bissau,Lower respiratory infections,female,173,27.1
Guinea-Bissau,"Trachea, bronchus, lung cancers",female,1,27.1
Guinea-Bissau,Ischaemic heart disease,female,90,27.1
Guinea-Bissau,Stroke,female,57,27.1
Guinea-Bissau,Chronic obstructive pulmonary disease,female,22,27.1
Guyana,Total,female,159,20.5
Guyana,Lower respiratory infections,female,23,20.5
Guyana,"Trachea, bronchus, lung cancers",female,1,20.5
Guyana,Ischaemic heart disease,female,81,20.5
Guyana,Stroke,female,44,20.5
Guyana,Chronic obstructive pulmonary disease,female,9,20.5
Haiti,Total,female,1998,14.6
Haiti,Lower respiratory infections,female,444,14.6
Haiti,"Trachea, bronchus, lung cancers",female,25,14.6
Haiti,Ischaemic heart disease,female,873,14.6
Haiti,Stroke,female,543,14.6
Haiti,Chronic obstructive pulmonary disease,female,113,14.6
Honduras,Total,female,678,20.1
Honduras,Lower respiratory infections,female,57,20.1
Honduras,"Trachea, bronchus, lung cancers",female,16,20.1
Honduras,Ischaemic heart disease,female,381,20.1
Honduras,Stroke,female,80,20.1
Honduras,Chronic obstructive pulmonary disease,female,143,20.1
Hungary,Total,female,4036,15.6
Hungary,Lower respiratory infections,female,91,15.6
Hungary,"Trachea, bronchus, lung cancers",female,317,15.6
Hungary,Ischaemic heart disease,female,2647,15.6
Hungary,Stroke,female,569,15.6
Hungary,Chronic obstructive pulmonary disease,female,413,15.6
Iceland,Total,female,26,5.9
Iceland,Lower respiratory infections,female,2,5.9
Iceland,"Trachea, bronchus, lung cancers",female,2,5.9
Iceland,Ischaemic heart disease,female,13,5.9
Iceland,Stroke,female,4,5.9
Iceland,Chronic obstructive pulmonary disease,female,5,5.9
India,Total,female,480812,65.2
India,Lower respiratory infections,female,132306,65.2
India,"Trachea, bronchus, lung cancers",female,7130,65.2
India,Ischaemic heart disease,female,138655,65.2
India,Stroke,female,65526,65.2
India,Chronic obstructive pulmonary disease,female,137195,65.2
Indonesia,Total,female,40816,15.6
Indonesia,Lower respiratory infections,female,3321,15.6
Indonesia,"Trachea, bronchus, lung cancers",female,872,15.6
Indonesia,Ischaemic heart disease,female,23126,15.6
Indonesia,Stroke,female,10427,15.6
Indonesia,Chronic obstructive pulmonary disease,female,3069,15.6
Iran (Islamic Republic of),Total,female,11531,35.1
Iran (Islamic Republic of),Lower respiratory infections,female,1213,35.1
Iran (Islamic Republic of),"Trachea, bronchus, lung cancers",female,291,35.1
Iran (Islamic Republic of),Ischaemic heart disease,female,6972,35.1
Iran (Islamic Republic of),Stroke,female,2044,35.1
Iran (Islamic Republic of),Chronic obstructive pulmonary disease,female,1012,35.1
Iraq,Total,female,5606,57.7
Iraq,Lower respiratory infections,female,926,57.7
Iraq,"Trachea, bronchus, lung cancers",female,156,57.7
Iraq,Ischaemic heart disease,female,3157,57.7
Iraq,Stroke,female,1058,57.7
Iraq,Chronic obstructive pulmonary disease,female,309,57.7
Ireland,Total,female,447,8.3
Ireland,Lower respiratory infections,female,48,8.3
Ireland,"Trachea, bronchus, lung cancers",female,37,8.3
Ireland,Ischaemic heart disease,female,193,8.3
Ireland,Stroke,female,76,8.3
Ireland,Chronic obstructive pulmonary disease,female,92,8.3
Israel,Total,female,851,19.5
Israel,Lower respiratory infections,female,207,19.5
Israel,"Trachea, bronchus, lung cancers",female,78,19.5
Israel,Ischaemic heart disease,female,284,19.5
Israel,Stroke,female,137,19.5
Israel,Chronic obstructive pulmonary disease,female,146,19.5
Italy,Total,female,14266,15.3
Italy,Lower respiratory infections,female,1129,15.3
Italy,"Trachea, bronchus, lung cancers",female,910,15.3
Italy,Ischaemic heart disease,female,6575,15.3
Italy,Stroke,female,3446,15.3
Italy,Chronic obstructive pulmonary disease,female,2207,15.3
Jamaica,Total,female,306,13.3
Jamaica,Lower respiratory infections,female,35,13.3
Jamaica,"Trachea, bronchus, lung cancers",female,8,13.3
Jamaica,Ischaemic heart disease,female,122,13.3
Jamaica,Stroke,female,124,13.3
Jamaica,Chronic obstructive pulmonary disease,female,17,13.3
Japan,Total,female,25525,11.4
Japan,Lower respiratory infections,female,7362,11.4
Japan,"Trachea, bronchus, lung cancers",female,1601,11.4
Japan,Ischaemic heart disease,female,7859,11.4
Japan,Stroke,female,5546,11.4
Japan,Chronic obstructive pulmonary disease,female,3158,11.4
Jordan,Total,female,934,32.1
Jordan,Lower respiratory infections,female,144,32.1
Jordan,"Trachea, bronchus, lung cancers",female,13,32.1
Jordan,Ischaemic heart disease,female,509,32.1
Jordan,Stroke,female,225,32.1
Jordan,Chronic obstructive pulmonary disease,female,43,32.1
Kazakhstan,Total,female,4023,11.3
Kazakhstan,Lower respiratory infections,female,119,11.3
Kazakhstan,"Trachea, bronchus, lung cancers",female,61,11.3
Kazakhstan,Ischaemic heart disease,female,2657,11.3
Kazakhstan,Stroke,female,900,11.3
Kazakhstan,Chronic obstructive pulmonary disease,female,285,11.3
Kenya,Total,female,3461,25.9
Kenya,Lower respiratory infections,female,2099,25.9
Kenya,"Trachea, bronchus, lung cancers",female,29,25.9
Kenya,Ischaemic heart disease,female,575,25.9
Kenya,Stroke,female,516,25.9
Kenya,Chronic obstructive pulmonary disease,female,242,25.9
Kiribati,Total,female,10,10.5
Kiribati,Lower respiratory infections,female,3,10.5
Kiribati,"Trachea, bronchus, lung cancers",female,0,10.5
Kiribati,Ischaemic heart disease,female,4,10.5
Kiribati,Stroke,female,3,10.5
Kiribati,Chronic obstructive pulmonary disease,female,1,10.5
Kuwait,Total,female,431,57.2
Kuwait,Lower respiratory infections,female,159,57.2
Kuwait,"Trachea, bronchus, lung cancers",female,12,57.2
Kuwait,Ischaemic heart disease,female,177,57.2
Kuwait,Stroke,female,56,57.2
Kuwait,Chronic obstructive pulmonary disease,female,27,57.2
Kyrgyzstan,Total,female,1324,18.1
Kyrgyzstan,Lower respiratory infections,female,74,18.1
Kyrgyzstan,"Trachea, bronchus, lung cancers",female,14,18.1
Kyrgyzstan,Ischaemic heart disease,female,846,18.1
Kyrgyzstan,Stroke,female,282,18.1
Kyrgyzstan,Chronic obstructive pulmonary disease,female,108,18.1
Lao People's Democratic Republic,Total,female,1338,24.5
Lao People's Democratic Republic,Lower respiratory infections,female,323,24.5
Lao People's Democratic Republic,"Trachea, bronchus, lung cancers",female,21,24.5
Lao People's Democratic Republic,Ischaemic heart disease,female,543,24.5
Lao People's Democratic Republic,Stroke,female,326,24.5
Lao People's Democratic Republic,Chronic obstructive pulmonary disease,female,125,24.5
Latvia,Total,female,886,12.7
Latvia,Lower respiratory infections,female,20,12.7
Latvia,"Trachea, bronchus, lung cancers",female,16,12.7
Latvia,Ischaemic heart disease,female,556,12.7
Latvia,Stroke,female,282,12.7
Latvia,Chronic obstructive pulmonary disease,female,11,12.7
Lebanon,Total,female,1299,30.7
Lebanon,Lower respiratory infections,female,81,30.7
Lebanon,"Trachea, bronchus, lung cancers",female,48,30.7
Lebanon,Ischaemic heart disease,female,831,30.7
Lebanon,Stroke,female,211,30.7
Lebanon,Chronic obstructive pulmonary disease,female,128,30.7
Lesotho,Total,female,564,27.8
Lesotho,Lower respiratory infections,female,210,27.8
Lesotho,"Trachea, bronchus, lung cancers",female,1,27.8
Lesotho,Ischaemic heart disease,female,147,27.8
Lesotho,Stroke,female,135,27.8
Lesotho,Chronic obstructive pulmonary disease,female,71,27.8
Liberia,Total,female,548,17.2
Liberia,Lower respiratory infections,female,256,17.2
Liberia,"Trachea, bronchus, lung cancers",female,1,17.2
Liberia,Ischaemic heart disease,female,164,17.2
Liberia,Stroke,female,98,17.2
Liberia,Chronic obstructive pulmonary disease,female,29,17.2
Libya,Total,female,1093,44.2
Libya,Lower respiratory infections,female,144,44.2
Libya,"Trachea, bronchus, lung cancers",female,20,44.2
Libya,Ischaemic heart disease,female,667,44.2
Libya,Stroke,female,177,44.2
Libya,Chronic obstructive pulmonary disease,female,85,44.2
Lithuania,Total,female,1262,11.5
Lithuania,Lower respiratory infections,female,31,11.5
Lithuania,"Trachea, bronchus, lung cancers",female,18,11.5
Lithuania,Ischaemic heart disease,female,897,11.5
Lithuania,Stroke,female,296,11.5
Lithuania,Chronic obstructive pulmonary disease,female,21,11.5
Luxembourg,Total,female,61,10.2
Luxembourg,Lower respiratory infections,female,6,10.2
Luxembourg,"Trachea, bronchus, lung cancers",female,5,10.2
Luxembourg,Ischaemic heart disease,female,27,10.2
Luxembourg,Stroke,female,11,10.2
Luxembourg,Chronic obstructive pulmonary disease,female,12,10.2
Madagascar,Total,female,3041,21.4
Madagascar,Lower respiratory infections,female,1235,21.4
Madagascar,"Trachea, bronchus, lung cancers",female,19,21.4
Madagascar,Ischaemic heart disease,female,613,21.4
Madagascar,Stroke,female,878,21.4
Madagascar,Chronic obstructive pulmonary disease,female,297,21.4
Malawi,Total,female,1497,22.1
Malawi,Lower respiratory infections,female,772,22.1
